Fecha,Real,Prophet,XGBoost,Stacking
2023-11-01 15:52:00,78977.4649131605,56159.35332958035,78585.625,78354.40778400029
2023-11-02 00:22:00,64902.51956081593,72865.4673051248,64444.574,64341.240580861115
2023-11-02 02:20:00,57126.12809688865,6224.85018970849,56776.082,56750.65433649642
2023-11-03 02:11:00,95726.70842369986,45844.42054414291,95010.484,94809.94517326515
2023-11-04 07:50:00,16134.86206108092,80443.2301481678,15559.403,16388.288070411974
2023-11-05 00:14:00,2963.3645142042888,8144.771950404236,2766.6277,3227.679053911539
2023-11-05 18:06:00,27922.72376122877,62073.30471966593,28030.191,27976.000037288006
2023-11-06 11:04:00,51632.02664335031,54620.043284999694,51272.18,51234.157532162266
2023-11-08 14:06:00,54685.9780958409,13230.77926600636,54327.676,54350.26654683436
2023-11-08 15:45:00,71705.44004248096,36621.100598799516,71407.39,71123.92971260184
2023-11-08 20:05:00,71776.21699418039,44376.255861524645,71398.79,71123.37045268826
2023-11-08 23:54:00,8199.05822039245,1276.9813086588372,8091.9263,8440.063961206042
2023-11-09 07:58:00,4778.768043637501,12196.03878855001,4631.5234,4919.521970345939
2023-11-09 16:14:00,2190.0604731679623,92873.21524148958,2134.3823,2534.4430986537764
2023-11-10 15:46:00,21153.335579107847,59587.7644976491,20969.25,21210.28902408416
2023-11-12 02:29:00,89938.80390235208,78215.35698929521,89304.42,89043.25247752825
2023-11-12 06:32:00,1663.451482328504,82664.65042876996,1872.9238,2230.9139272889124
2023-11-12 06:48:00,98947.29956933316,82530.75127401434,98171.19,97960.11325543295
2023-11-13 10:21:00,57467.96197646319,85158.38283344031,57225.953,57157.549202551454
2023-11-13 13:41:00,39505.88344254353,33363.94763382246,39199.445,39377.13291907766
2023-11-15 16:24:00,56768.9578226606,84457.68104429157,56428.758,56410.84068762
2023-11-15 19:15:00,31034.760854551485,15826.09439643545,30940.691,30917.812940288055
2023-11-19 16:10:00,41494.63484388914,38517.546858420246,41224.953,41283.20484468754
2023-11-20 08:46:00,17667.986987394983,50791.14940853029,17518.71,17706.723220368312
2023-11-20 17:35:00,87538.96660543539,75964.53180973914,86929.57,86694.69820872642
2023-11-20 20:16:00,61869.11488470913,33992.83376593796,61407.54,61311.87120551763
2023-11-20 20:21:00,94762.73806654068,65776.9369072873,94050.56,93732.9269859113
2023-11-22 12:12:00,80103.33527972888,41007.05094060991,79584.4,79459.12322257679
2023-11-24 16:10:00,99384.0505039011,22013.016230737438,98603.914,98286.5503365592
2023-11-24 22:53:00,31992.182592219626,45791.59195669405,31779.363,31855.991063346202
2023-11-25 12:34:00,78070.93346422189,82380.3620788146,77301.586,77168.97032091364
2023-11-27 03:21:00,26059.75858971073,26527.932826218395,25984.56,26115.962487782217
2023-11-27 04:58:00,36220.01026184138,80600.19886665342,35794.91,35937.93169629979
2023-11-28 08:45:00,76063.92163189611,97315.64045982948,75519.01,75344.94027937489
2023-12-01 20:44:00,24039.67264343116,64385.02847326937,24049.424,24205.42893709091
2023-12-02 01:26:00,13590.043499417712,65185.17818858788,13636.384,13776.90355393431
2023-12-02 11:33:00,46172.44609494549,79655.33225705363,45887.4,45913.60768805319
2023-12-02 21:41:00,81505.54667661396,75226.33698368595,80821.32,80606.0999963791
2023-12-03 03:57:00,11433.509856455168,81512.08086257565,11655.139,11767.93879611574
2023-12-04 21:03:00,41614.26827926667,67924.02873626424,41231.203,41287.98693396583
2023-12-05 04:24:00,45511.17649058589,21863.871521817277,45210.074,45224.15867442816
2023-12-05 05:52:00,39991.99189115573,95436.35713695615,39735.88,39733.54082935028
2023-12-07 19:09:00,69977.34745038066,51834.747751558745,69314.76,69216.2033432507
2023-12-08 12:29:00,12408.232049316764,30568.243929026787,12332.367,12514.227909936671
2023-12-08 21:01:00,54546.9583761346,71098.91569586951,53938.5,54020.880693220424
2023-12-09 00:54:00,2414.7370941244903,9213.800664347036,2169.8108,2540.5666915012303
2023-12-10 00:35:00,99288.06288378628,64991.112212470325,98611.57,98269.72796468825
2023-12-10 05:00:00,27309.21879083253,16684.90960892098,27066.488,27241.444404738075
2023-12-11 04:05:00,88143.80790480152,3418.4881414080983,87625.77,87424.77809620091
2023-12-13 02:42:00,66227.96735361136,25716.944967876498,65768.0,65729.44938915476
2023-12-13 05:32:00,71371.32577238015,97522.55935593417,70641.54,70714.05794952292
2023-12-14 10:16:00,93600.322735333,18021.406982819302,92587.27,92610.70285804133
2023-12-14 14:58:00,70422.87522902105,40099.37490570625,69674.195,69619.07452662106
2023-12-14 22:27:00,38869.0963378615,76823.33876899582,38514.758,38606.41310766353
2023-12-14 22:36:00,55096.187327517415,85670.04328577235,54682.758,54695.91086450117
2023-12-15 05:33:00,74260.55645376146,76905.50179225126,73728.055,73590.3685176502
2023-12-15 12:25:00,8941.490358193896,14538.67481272362,8902.874,9242.360673204432
2023-12-15 13:34:00,93849.03518865656,37454.33978656033,93344.516,92978.35571474707
2023-12-15 16:59:00,45852.750937720295,14454.307706581494,45522.61,45625.023850129
2023-12-15 19:17:00,4451.312853354445,49892.22428167914,4642.0503,4861.219114941996
2023-12-16 03:47:00,39665.67600802716,40058.56213654557,39375.58,39384.91400888462
2023-12-16 17:29:00,70137.69150067848,21806.203968045465,69931.555,69419.72753042582
2023-12-16 17:32:00,76093.70538312013,95336.71540468094,75487.0,75343.4040226438
2023-12-17 06:19:00,19930.39654398061,40733.858003707064,19871.139,20079.39188150748
2023-12-17 11:40:00,61726.1787609574,16129.346690189886,61429.12,61313.88751052066
2023-12-19 00:24:00,20365.277673157645,27030.84039129375,20252.521,20497.443196595934
2023-12-19 12:04:00,28196.902191805853,21851.70918183261,28098.277,28306.710865084115
2023-12-19 16:19:00,4746.389335259036,74191.38056661267,4659.3022,4916.933324300893
2023-12-20 18:35:00,47850.77634009982,66601.15406965006,47472.887,47514.4549789097
2023-12-21 00:26:00,91217.8927549378,42432.127844229886,90425.586,90150.29363297673
2023-12-21 16:54:00,5917.360772587442,6694.229197419366,5867.999,6221.91527752138
2023-12-22 08:07:00,98053.51020783844,65778.75976679928,97429.71,97183.57264508549
2023-12-23 06:56:00,59999.56281044072,5262.797542501136,59404.25,59428.32079693738
2023-12-23 12:43:00,31810.716644748823,57032.85819872914,31706.807,31816.26491931443
2023-12-24 01:51:00,59992.444769109454,60972.437009727306,59347.117,59415.760843438366
2023-12-24 02:38:00,80703.32352931019,18747.91429298765,79976.9,79819.83207390894
2023-12-24 17:38:00,55043.50788082637,75680.30463142459,54723.98,54689.549282609034
2023-12-29 10:09:00,87988.12650906236,21648.039029701155,87232.805,87055.44080789477
2023-12-30 09:18:00,59682.72867197678,19316.153032218608,59385.7,59414.08229436093
2023-12-31 05:05:00,92148.23827615973,67467.88587720806,91260.836,91018.97303567143
2023-10-20 11:32:00,20719.23599720285,52148.07421102013,20654.646,20887.032997824608
2023-10-21 08:33:00,67049.23629123735,99072.08210386068,66503.94,66520.80182978278
2023-10-21 16:25:00,65486.20265308312,91551.67051709267,65206.55,65061.24524250152
2023-10-22 08:54:00,62833.08630185874,39634.81170314408,62453.4,62357.36381718782
2023-10-22 23:51:00,32668.56562844313,45326.22129208318,32590.8,32644.336089284785
2023-10-23 18:14:00,59457.01421683735,65074.90087166034,58935.73,58964.75064311712
2023-10-24 05:08:00,96721.25765196304,16830.9787959348,96115.04,95587.75059409568
2023-10-24 20:57:00,53709.89646330883,43356.55109411598,53425.336,53266.44665245916
2023-10-26 19:55:00,39298.60709194759,29696.052385587347,38920.35,39037.40888656511
2023-10-29 01:30:00,63916.41014450084,40002.04162357371,63402.58,63305.26802262912
2023-10-29 21:30:00,48443.91139209295,18641.454184816794,48379.65,48172.26717556866
2023-10-30 01:53:00,14177.762189142511,61504.567110816926,14195.532,14507.868695484336
2023-10-30 11:32:00,31418.16270874716,58338.05230209911,31256.324,31342.17740835222
2023-10-30 13:55:00,37148.98718465871,32247.53575212269,36957.805,37001.10582330951
2023-10-31 20:38:00,54016.350605715445,92940.85220197606,53734.84,53604.127982343714
2023-10-31 22:10:00,21371.82276112613,44692.412427113944,21348.266,21505.74950000074
2023-11-01 01:56:00,3971.582355780078,95556.57246829757,3680.2588,3979.509780536458
2023-11-01 09:21:00,60842.77179502987,88595.08152298223,60933.582,60608.718081085215
2023-11-01 18:48:00,29290.64732828486,72087.15788449135,29156.787,29364.49091661319
2023-11-02 10:39:00,10526.28483278999,50308.4275473328,10721.68,10723.35531701842
2023-11-02 13:32:00,87263.23676553075,87496.69864507581,86514.055,86229.68609250274
2023-11-02 19:23:00,27310.86674574148,26482.620651928206,27037.082,27245.182708326254
2023-11-03 04:13:00,37641.69054155223,62481.505474832375,37416.406,37453.37394399108
2023-11-03 10:09:00,53412.20839899829,65486.36769986701,52876.06,52853.85306145023
2023-11-03 23:04:00,40841.14872526292,56058.29450763172,40351.383,40505.06469872736
2023-11-05 01:51:00,24189.93994345059,79069.1548200113,24056.273,24194.995754975746
2023-11-05 17:57:00,57984.92161539581,19865.351001227176,57490.77,57505.640583831075
2023-11-05 22:54:00,6536.73723491998,4943.555344122541,6713.4956,6968.878666624247
2023-11-06 22:16:00,15193.051479238096,42061.41595571102,15033.785,15284.598837299307
2023-11-08 03:57:00,11975.60423339784,38516.09446379383,11814.329,12109.521884851716
2023-11-08 21:22:00,44027.623509569305,16980.504878547497,43896.777,43937.93720914382
2023-11-09 00:14:00,39917.8515382584,65070.972921098204,39651.98,39743.49556910925
2023-11-09 00:57:00,91272.326528674,43067.10131850692,90398.74,90174.4085611958
2023-11-09 11:56:00,85744.06183358411,59852.96424004855,83903.66,84401.91393593077
2023-11-09 17:02:00,60221.90102439823,31776.566975086345,59874.066,59763.06599599085
2023-11-10 09:14:00,37710.126483755965,29975.483140541382,37366.33,37465.60777819528
2023-11-11 07:14:00,16428.578660362902,83836.36018653613,16085.444,16358.409127395713
2023-11-12 02:46:00,72562.79119027291,7898.922113116723,72014.55,71899.4302206757
2023-11-12 08:00:00,17750.935961431445,3635.9390100220935,17932.541,18146.960409585947
2023-11-12 16:11:00,97157.4304560197,14598.942095602355,96504.97,95922.16227906168
2023-11-12 16:31:00,10869.03177239717,51013.46625741269,10829.465,11093.955205191602
2023-11-13 01:56:00,25568.85758017438,32233.801811752637,25611.97,25802.426165871217
2023-11-13 10:53:00,22873.10633135748,27090.219553992167,22897.834,23050.916020360863
2023-11-13 11:21:00,26254.08701947755,51128.50399148197,25967.26,26160.280587611047
2023-11-16 00:35:00,76747.757406898,58208.08355318378,76164.38,76021.11924466652
2023-11-17 14:14:00,2389.1134582956315,2320.4046413209767,2141.0938,2534.702169044007
2023-11-17 16:44:00,27023.440497425203,5226.07605505091,27217.305,27172.569321728406
2023-11-17 17:07:00,47556.72604352825,63560.745347989796,47203.6,47167.60981175497
2023-11-18 02:18:00,3685.720108248538,2579.6299142592825,3547.1577,3970.47266677462
2023-11-19 00:16:00,51715.43127928806,77402.83321310971,51780.52,51483.53583238364
2023-11-19 10:47:00,62735.39641285398,97638.52067380684,62382.785,62378.30696065837
2023-11-19 22:05:00,12269.327155583078,56477.42457403744,12331.904,12522.832425366623
2023-11-21 12:20:00,44967.53231106267,21634.656805760336,44662.844,44744.64872902289
2023-11-21 23:24:00,69463.52293483423,2296.1035179668856,68914.45,68865.00274928172
2023-11-23 04:16:00,7324.690110794933,4189.298020893188,7377.5103,7828.34141433395
2023-11-23 15:01:00,66916.56617768531,10139.268171547898,66614.836,66483.74093916622
2023-11-24 00:27:00,92743.14618732648,41131.29131491697,92058.64,91843.68957803484
2023-11-24 17:20:00,25552.95615944436,31874.225051355224,25589.031,25802.28343084958
2023-11-24 17:36:00,82025.15097621692,22710.602128400016,81493.73,81352.05825043918
2023-11-26 15:50:00,32617.649479609623,92585.0464015639,32551.81,32637.413875208706
2023-11-27 02:23:00,17586.7344353866,67511.66520534141,17573.406,17704.132244400316
2023-11-27 07:53:00,11588.98981822691,82555.69084483673,11685.194,11763.857169910083
2023-11-29 04:46:00,2969.084715398839,73572.7626183409,2791.9321,3218.2556604237598
2023-11-30 03:50:00,81197.0558690605,93673.2351133682,80366.88,80219.09623264468
2023-12-02 10:48:00,87754.8015923494,26353.200449656208,87231.016,86989.78353749495
2023-12-02 13:47:00,49879.31172060969,22624.820747936697,49634.62,49694.79514717958
2023-12-02 15:14:00,81666.37754705815,73155.33588407874,81128.875,80956.10326442606
2023-12-03 01:10:00,5159.141596380934,54405.69573627892,4880.807,5296.66567922884
2023-12-03 03:43:00,39977.0905308295,50518.45992702498,39663.992,39722.11708527592
2023-12-03 10:40:00,87264.4370227889,69553.86206991902,86452.63,86241.07610782477
2023-12-04 13:43:00,15134.596607499803,26592.378178063336,15040.365,15297.252566538918
2023-12-04 21:38:00,30236.61171505823,68300.96589374366,30198.41,30202.601807281662
2023-12-05 08:33:00,93999.8776133338,62100.67242698946,93389.37,93038.97297518367
2023-12-05 17:07:00,97815.88456531423,93788.65151319576,96961.164,96767.11529271866
2023-12-06 07:32:00,20684.81577354764,83396.04574372152,20617.81,20871.20269166923
2023-12-07 09:38:00,82514.77429906682,9952.863341530241,81892.29,81735.36795677929
2023-12-07 10:44:00,83390.6329401839,54896.45566035187,82683.39,82505.14110658156
2023-12-07 16:52:00,51191.15612565778,26119.85692906932,50648.766,50768.25448037029
2023-12-07 21:37:00,31008.67282611388,83599.24236080358,30130.08,30692.98311408719
2023-12-09 19:15:00,29287.54251796324,84182.15202011562,29149.13,29370.528483879465
2023-12-09 19:59:00,32881.271901043416,33058.933363761455,32792.547,33021.63599079044
2023-12-11 02:05:00,51891.95528311908,88229.66318459973,51512.47,51553.96257705377
2023-12-12 01:34:00,31270.74531424688,41038.69708684192,31233.1,31348.042213633435
2023-12-13 13:32:00,32100.63970262793,29652.03082625421,32030.502,32216.176999123138
2023-12-13 15:11:00,64200.1190704356,67139.75081453251,63727.355,63730.605040461254
2023-12-14 08:48:00,48985.0887330048,35958.69671905701,48618.266,48598.009828615905
2023-12-14 10:39:00,10070.208969719708,37743.884849527334,10148.63,10399.19660646877
2023-12-15 07:51:00,86993.86026895762,2950.39682072082,86376.89,86161.94662231917
2023-12-15 19:36:00,84218.18367427007,48778.04395540978,83882.98,83577.13134518829
2023-12-16 23:05:00,89779.86895402698,25368.862311655204,89053.76,88660.44183252171
2023-12-17 08:13:00,65945.38761586233,72689.89812391705,65442.094,65396.76562800372
2023-12-17 15:50:00,10662.143625171217,98568.10168355059,10541.033,10752.397160939414
2023-12-18 10:33:00,97059.09484799672,13306.833183776018,96187.85,95942.26488429762
2023-12-18 18:27:00,30970.99167868432,65957.58803950141,31256.871,30839.974826747126
2023-12-18 20:27:00,37204.87526471019,4341.598402551872,36902.49,37023.68824327951
2023-12-19 06:48:00,25054.65728413707,75241.30221505488,24760.139,24951.441553358927
2023-12-19 08:56:00,19989.56901310291,76302.06439171314,19869.363,20085.14393104345
2023-12-19 09:49:00,91870.67068790804,69517.32625960457,91294.72,91030.28528386875
2023-12-19 13:07:00,10821.606780646936,78195.87146648455,10783.908,11036.902944717538
2023-12-21 07:57:00,15093.953262432948,14167.345620040498,15035.686,15260.663342718846
2023-12-23 05:15:00,89129.3099683496,55293.793151541104,88527.09,88224.04533216474
2023-12-23 08:49:00,95771.47812917302,92809.3735913006,95038.99,94794.97023629365
2023-12-23 09:30:00,71907.00316169794,78956.4116306955,71477.68,71236.32829964127
2023-12-23 21:05:00,16317.060264066547,15097.09858368133,16127.616,16342.416722630212
2023-12-24 00:44:00,41308.7815490442,74470.08327063361,41196.75,41276.74914209568
2023-12-24 01:23:00,55229.54376339974,36150.21974259671,54739.965,54746.60226620027
2023-12-24 10:42:00,50885.915083322885,51746.05227385994,50434.508,50441.32236917048
2023-12-25 13:47:00,30480.99703274873,73417.97216052191,30436.602,30550.580796639242
2023-12-26 08:06:00,44783.41811955373,94219.99789521605,44317.734,44354.12144623443
2023-12-26 16:10:00,23058.55406564741,21783.13287155417,22892.033,23033.949530820635
2023-12-27 13:07:00,62796.18133659816,1477.8246312848755,62315.508,62363.49987889491
2023-12-28 02:45:00,85898.57379228018,80209.22983214362,85278.97,85112.17245554333
2023-12-29 07:51:00,96160.48426107834,88361.09834975343,95354.93,95175.51789064777
2023-12-30 17:45:00,88332.63131124391,54604.30061773638,87608.016,87409.2271086212
2023-12-31 02:32:00,33691.67696467872,54625.879789117214,33342.707,33403.85328268561
2023-10-22 01:43:00,33111.47293058435,65800.04771825446,32941.727,33032.0133736322
2023-10-24 18:51:00,66881.74469914188,28269.159184712207,66213.56,66139.5672518416
2023-10-26 06:46:00,27301.9724317357,93873.48025535999,27051.229,27171.876126874606
2023-10-27 03:01:00,31552.860261467165,13548.628735510201,31217.086,31376.801226468317
2023-10-28 03:34:00,82591.138086105,37069.69635666892,82482.64,81839.35948756555
2023-10-28 11:07:00,85823.8035946916,79478.45305569637,85159.65,85084.18793949872
2023-10-28 14:31:00,39458.14240315368,93722.14846114395,39234.13,39316.263763911775
2023-10-28 22:58:00,94574.36540691038,45504.351056700216,93895.01,93670.39516844775
2023-10-29 18:52:00,73936.12642011429,73015.7031643339,73470.62,73395.35492412695
2023-10-30 19:04:00,4612.632749926968,70046.71963275856,4623.525,4986.631266266003
2023-10-30 23:56:00,6450.672873720062,24540.014836416267,6294.121,6627.604664728978
2023-10-31 07:38:00,8308.320826971676,83131.15861995498,8105.676,8524.938365595397
2023-10-31 22:28:00,53905.60375210986,9329.221025697096,53594.453,53642.836538867676
2023-11-02 13:29:00,99719.59285805834,66189.94981467394,98999.65,98686.2359924025
2023-11-04 20:11:00,88292.16211427154,6198.53000184028,87522.12,87417.58156637842
2023-11-05 01:54:00,48655.541955960296,86477.88749442936,48355.9,48233.86272652064
2023-11-06 19:03:00,27968.543876354124,87940.08406854344,28034.701,28040.951338245857
2023-11-06 21:46:00,44667.12659055757,41338.146931512565,44313.97,44341.95551361188
2023-11-07 15:50:00,33896.6850857221,67953.70392937829,33720.98,33840.47193687326
2023-11-07 22:46:00,97385.16400838128,43544.51085614247,96617.734,96341.87651357106
2023-11-08 05:18:00,28488.256861846567,52835.66472291873,28177.69,28348.30471014783
2023-11-08 13:04:00,74299.85103650817,37052.30806616706,73864.66,73740.44630118438
